"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Latin America & Caribbean (excluding high income)","LAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","620155758682.855","662020643286.699","687920946102.42","699863733288.203","752549122304.205","798190305661.582","828954021063.977","867636491980.527","936056326785.175","1002262892720.19","1065511480887.35","1140525808761.84","1228568330236.24","1335455745891.04","1428572480304.35","1488981459026.78","1568599280097.06","1641059278082.09","1699421123300.15","1823239339247.38","1945950256741.05","1957319485429.44","1958224798083.85","1921265779762.36","1994639931398.36","2059649471061.53","2140368217958.84","2206358286308.76","2212148699215.67","2245676764691.46","2245949355051.45","2315251991910.53","2365519651766.54","2460710450286.24","2589215974375.3","2602419371445.82","2705898812049.45","2845627226082.1","2915963926424.48","2930456752692.25","3034525422069.27","3040854308116.25","3054226495498.77","3131002445863.13","3301692857735.15","3437039487851.04","3615861866305.77","3815202381052.81","3963833650778.9","3882599177658.73","4143412210535.06","4332015516627.91","4438208138850.51","4567250294090.64","4631219315833.31","4653088092007.6","4642264843485.8","4737549807190.41","4815857182399.75","4854949832693.75","4530195097719.21",
"Lao PDR","LAO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","2104213021.17208","2210895862.7351","2318901071.88939","2285838357.06589","2239888410.41098","2557742835.63985","2729228716.67632","2846491765.40136","3004752658.92872","3182410359.26525","3442063810.19415","3684084070.8079","3939329341.54132","4210043649.44104","4377081681.92375","4696887730.62942","4969250026.23268","5255052112.38967","5566085177.26568","5903779693.19954","6279124027.9108","6725417061.17273","7305098661.32259","7860054500.33122","8475096122.07015","9110878756.77475","9887754780.1542","10682597044.8609","11539992798.9934","12466227267.1429","13415151929.1579","14390442307.3996","15401059507.0202","16462582288.2643","17491157845.8465","18445778905.6812","18526850599.8163",
"Lebanon","LBN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13635885927.8385","7847299872.94753","9929436511.23245","14839282633.7105","17278615213.535","19138773872.6913","20690017806.7262","22024288620.2809","24509935676.1786","24768507328.0786","25676452392.0863","25541500903.6338","25884235055.428","26878104076.7611","27798181850.0314","28695256495.1933","30611940260.4154","31434109418.2932","31921185659.5009","34893246761.643","38057760067.7854","41951889287.0874","45297609327.3821","45690493556.4822","46851279959.9824","48636793147.9874","49833920297.6456","49939374832.7031","50703207612.07","51134539575.5015","50149481365.6067","46789466114.1392","37291207677.1985",
"Liberia","LBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2175260316.72702","2238783855.75676","2323029701.53545","1622749317.9207","1665262878.3757","1753208942.52922","1894235426.18984","2074856075.45783","2223118837.76971","2340956127.16416","2483750415.16093","2687436970.76976","2902265729.0823","3154879752.69095","3177000000","3177000000","3126181213.93661","3203354939.16244","3242517597.0311","3168645097.93818","3077682092.44665",
"Libya","LBY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34058433301.2201","35311515706.504","34689016705.1694","34356401283.306","38828230843.9138","40560602832.7856","45375442047.1901","48325094086.9091","51394857251.19","52765740951.7173","52348816759.7288","54977402524.177","20849674343.402","46523870590.2202","40196624201.9613","30549434379.6316","27842131479.8726","27063813356.0672","34284683046.3217","39472915524.8697","40473930298.8275","27805590115.2945",
"St. Lucia","LCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","483987728.393815","533896255.986309","554145522.980046","541840565.96433","576032077.515673","588050077.301971","617249021.601034","662095703.782445","716968640.258415","820226602.186988","852410090.820134","970892227.968406","1058088099.78419","1162740435.65074","1167108595.99443","1259929622.17209","1267277528.68236","1287535722.39866","1310044754.91923","1348331965.16334","1338972786.57812","1423146925.38463","1461153537.14454","1461865828.35861","1412044505.89107","1417924972.19785","1478393963.44466","1585834897.4768","1579328141.94129","1677171583.8102","1705542929.84548","1789955740.27322","1739319690.42175","1767215984.69125","1864119706.28248","1860394230.60565","1801338292.79477","1833017815.11509","1808079888.88889","1880165664.54236","1945761799.12701","1997119449.31669","2031646417.88574","1621019202.72972",
"Latin America & Caribbean","LCN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","722735836984.547","770787054552.476","800909303319.028","817634021437.509","876598464646.598","927625915947.53","966932588220.698","1010597447861.81","1086652760795.7","1162475477537.78","1232951518998.74","1318539438092.79","1413571166813.35","1527119849689.59","1627672573638.43","1685795407850.61","1775453883949.37","1860276293646.63","1931304926932.58","2073267861617.45","2212198835723.96","2228771560126.74","2220247537653.35","2173978103607.07","2257019898083.93","2329903204292.05","2422954763967.08","2501899929791.18","2517135362395.41","2563351093990.23","2564086525360.42","2645499068272.49","2713482513834.45","2824332356381.87","2971057772980.45","2998280975739.51","3120036061059.68","3285156389642.22","3372234155086.26","3393717450188.23","3515081661335.5","3532302976682.96","3550753067895.7","3640266977143.93","3844526425348.97","3998708555479.01","4201533215886.11","4423270869378.92","4587777125216.92","4495566150898.34","4784804469366.27","4997638934602.14","5122880017457.29","5270158798641.23","5342259520140.95","5371072097322.16","5362914736342.22","5463649293339.19","5552391706454.52","5597872520323.1","5226788412803.55",
"Least developed countries: UN classification","LDC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","248179752382.478","254294763904.135","257211220250.295","262532447891.239","269238579104.762","274007070680.504","283529194351.483","294456086185.836","302108606720.174","308380237136.701","310402212578.59","315387302169.644","316552684697.039","313404072853.335","316242131421.379","335176102457.111","354341339389.77","370427985430.641","385102051799.144","400751216143.154","417379529450.39","438489574287.592","461109388453.717","484332176015.501","515650970278.123","556225016711.012","596848543298.031","644478540711.51","689418558149.495","721759871256.039","766723531933.726","793326463675.068","829023194857.386","878897196096.189","929517151691.891","954060800664.878","989879153809.47","1037785041637.77","1088250520183.51","1139337829705.54","1137346460790.92",
"Low income","LIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","135631053804.475","137000405446.9","139619287398.37","139777228046.333","139501492214.267","145525005224.626","153325430102.439","157095095600.273","160840189789.566","157967034352.811","158934850948.641","157869888293.795","158862002704.509","160981723912.807","168645672064.335","177248024797.247","184921549377.327","191305724126.385","197527884338.411","203737450767.294","214036569572.293","222988712887.998","233436239155.067","247101231605.671","264414721910.527","281646980244.118","302063742928.596","321692984704.172","337855603675.829","361983025336.61","365856123726.366","372714788606.685","396384900406.295","418289187977.88","416929968006.705","430116867181.68","448036596646.861","468219440816.096","489266232774.099","495311637608.707",
"Liechtenstein","LIE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6268391521.19701","","","","","",
"Sri Lanka","LKA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","6243486562.26836","6481864100.31966","6644996323.9469","6904578708.84003","7079744662.47476","7435416127.12291","7914184387.26902","8373293676.10975","9019445648.83592","9366390337.94597","9488800199.27419","9449850579.91894","10116764234.065","10505837872.7174","11149449996.737","11521296049.5005","12108950154.5079","12793570440.7401","13612814006.6805","14408622723.0338","15229845744.0159","15860589150.612","16624116480.2907","17471804544.0233","18345291053.2035","19144328812.0849","19474685396.7866","19956233028.738","20415086976.9169","21721651585.3472","22720844787.5728","23720559970.5738","25357293612.2655","26777281445.9732","28250054748.3283","29323547564.2245","31201837991.2665","32667832338.2963","34072725697.7986","36117100538.2314","35558943928.6969","36968740732.7157","39164783406.8411","41297329862.7003","43875005141.899","47239468607.3693","50450253148.132","53452087679.8611","55343710053.3391","59780043793.0496","64804396873.6989","70730481764.6747","73132299827.3428","76760174257.5997","80604080688.5775","84220491206.1208","87234043286.1478","90088341599.9213","92119992734.643","88832160056.326",
"Lower middle income","LMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","607124368574.763","629213634918.623","649151742241.529","690839382782.779","736903103338.376","766238713199.891","785563889251.401","811931489376.555","864194657507.369","944211199172.844","1027863059233.17","1090819562008.91","1151581517463.13","1217504199132.78","1285955775471.38","1316993173723.67","1426318842697.41","1481475564626.76","1488570422580.58","1489511038264.22","1489428065901.49","1514848198122.17","1590564013958.9","1647007060648.71","1675842574952.94","1734930528672.42","1773298949748.54","1830162953358.52","1917885200522.5","2009263733965.72","2107687373349.17","2159035114827.24","2220106288221.67","2253538999895.46","2308617191503.6","2416272507662.39","2557734578876.25","2646784739860.05","2681825687256.61","2794008206092.13","2917508748773.73","3034006715079.71","3179781615814.56","3377046780858.92","3598604225647.98","3819989939675.83","4067507670325.52","4346767400996.33","4530261785023.88","4739814221105.56","5050698103556.3","5293407984043.81","5519474107142.97","5802060211221.29","6127781041402.37","6439837796354.41","6820513657457.32","7174704978603.14","7505849872515.39","7768590572075.01","7467790011903.71",
"Low & middle income","LMY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2005467149418.63","2030180419822.15","2097687071090.81","2197135440360.99","2366852700783.42","2509970294207.75","2622951007602.71","2709438536642.28","2872641293444.38","3111256436665.29","3365222356237.18","3583395678806.22","3803050243803.47","4073379221554.4","4319011331711.56","4494608180542.36","4763281952570.36","4972385330242.51","5130512113519.29","5364721852964.42","5601805673816.42","5715692059041.35","5880777434246.38","5981451160278.66","6261533110353.19","6540660400800.35","6809982728031.58","7140671111880.33","7432692776534","7660788615615.22","7833557391868.91","7942249444702.9","8061005061066.03","8334058872631.03","8610144931907.37","8947162634603.54","9432780315009.02","9909412955151.39","10164477592417.6","10545806258355.5","11156978369155.7","11577160384793.9","12128581554741","12853262534556","13844818460568.3","14852768050985.2","16073998848818","17504929229749.4","18552537143332.6","19143276194336.5","20643575013544.9","21947671547946.3","23131098153659","24406051732516.2","25619521164699.8","26748396713228.5","27985149793709.2","29439272491928.3","30856560566242.9","32082210342332.2","31629501747508.6",
"Lesotho","LSO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","193522651.506652","197131452.55722","227355280.838061","251489203.035916","272239874.248864","278104208.542128","276976436.489764","307200275.632637","306072481.856211","310809065.821174","317575600.37708","333815520.103522","333138848.18248","421103764.82317","467341332.767017","404187173.175684","448846336.003164","546735390.36073","646880227.787699","665600416.170202","647331154.12653","651827763.249178","680881055.663136","694404479.291765","732839057.718699","751967984.313136","787196601.818813","792940997.570059","861149140.52287","911054837.928489","966132415.175851","1033439064.73546","1105328857.68585","1144123319.4009","1212540442.3238","1252444403.1311","1322544164.24011","1371525957.46399","1392615303.69627","1399244502.11706","1453472877.84251","1505239509.00861","1516134973.88133","1585267344.84843","1612096000.49548","1667973222.39109","1738530071.83911","1811338223.37886","1911360830.8942","1887363416.11193","1986757270.54383","2078431262.35682","2210096177.00848","2249712845.93872","2288195174.13721","2359759799.04224","2444436584.23772","2367633610.30849","2338674200.23699","2329753748.89367","2072059832.60534",
"Late-demographic dividend","LTE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","931843232335.037","898972922726.933","920879360365.762","960863700595.796","1033495386101.3","1108088940441.24","1185754570927.68","1208305148550.03","1277437646421.11","1409278421277.48","1558542511598.44","1685323832211.11","1812949702910.67","1978856359197.58","2095023637329.49","2198709755090.45","2338409008645.28","2493339283595.32","2639785700414.36","2839287679852.62","3073734988100.81","3090682894393.27","3158245626069.25","3206044796769.75","3459318627130.42","3722558028043.7","3945044822571.67","4202510191019.52","4430303389511.47","4629116417292.48","4664928591353.39","4718007515360.67","4750638467408.89","4956497868670.26","5173858193880.11","5468808142761.17","5746151595748.53","6063014198589.1","6231846248734.22","6520465357906.02","6975914180540.9","7338140810606.18","7778220937930.42","8308670379549.57","8990222237022.61","9687667765637.17","10589022253910.1","11673285750083.3","12482301479682.8","12944584453418.2","13988138832005.6","14990488926323.9","15867258335537.3","16766611577020.5","17637150550896.2","18460523576708","19281626147256.1","20303215419695.6","21397729519525.1","22397262751216.6","22459780663978.4",
"Lithuania","LTU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17906118262.9529","18829798984.1914","20394728808.0258","21919389526.1953","21669164097.737","22469953565.5039","23936367205.5272","25552410589.9878","28252267302.5178","30108297210.9365","32436381430.4722","34841254106.5591","38711239487.338","39723315048.966","33828927895.8392","34387524905.8253","36464190341.0488","37865824499.5998","39210088851.8263","40596953568.0864","41418872976.1196","42462143259.0298","44280625711.6584","46023885710.0272","48020798153.2003","47602102153.8695",
"Luxembourg","LUX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8009349990.75596","8316106743.56304","8429095828.98009","8718981583.51178","9404801749.63233","9335682701.13947","9438926400.04816","9459383461.83879","9855151998.24303","10837992307.1271","11326465364.9204","11628568501.0154","12395844188.866","13426270369.413","13991847845.7037","13072391559.825","13403689769.8003","13614097482.7727","14168868212.3726","14501214490.4538","14623151946.4957","14542586008.4966","14707106083.5036","15146712427.8785","16083830602.2068","16532844050.9979","18183471464.8162","18901897197.3358","20501618446.0155","22510379049.5845","23707916085.1335","25757272969.0671","26225966807.8448","27327627238.5157","28371793647.383","28778134642.8001","29177699240.1997","30843662829.4327","32708055101.3622","35482025201.3734","38405673844.7601","39378095832.7854","40882130127.0062","41548216780.1092","43049012599.3364","44414717430.5273","46714726733.629","50617533836.6543","49969838837.9411","47791850170.8898","50116908856.2534","51389495331.6446","51208337036.8248","53079679830.2559","55360400243.9439","57744457954.7297","60386036535.2436","61473698325.0348","63386044426.3382","64842008439.1733","63990500238.5534",
"Latvia","LVA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12223566191.7425","12537641703.7127","13648927724.9553","14514378004.0492","14912223547.942","15758041126.9208","16754392339.7616","17941070502.481","19454305614.6972","21108168176.3087","23372037429.3624","26173494640.4148","28797937030.1323","27839743259.8099","23869874215.8819","22817970957.167","24294031260.0307","25326946186.4289","25912043238.0233","26190243766.9055","27239653843.5022","27886030161.8156","28792527002.3862","29951227846.5482","30558373145.7016","29451034293.1242",
"Macao SAR, China","MAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862881113.11443","6450425312.92497","6996178157.06467","7047360828.6166","7519157060.19273","8593875771.33468","9265120073.93542","9730694558.74033","10507238990.6578","10891695984.5398","12340189067.749","12980207245.0451","13532181835.956","13978269340.3077","13919691007.4994","13880834438.0414","13246333658.8254","12933837622.8823","13677160274.8703","14072182499.1186","15326157952.1408","17110155795.2019","21666704869.257","23416424409.3521","26551949999.1502","30395815589.2794","31426629898.6772","31827052129.5571","39822935862.1635","48431250781.6654","52907386713.4887","58596411091.3545","57396200921.7515","45060237946.149","44756311485.9473","49224112624.9262","52406946968.4753","51029240928.7197","22295570858.9444",
"St. Martin (French part)","MAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","10661132938.9384","11730321048.5576","12890653826.4884","13968591615.016","14626995645.8082","15445653037.6325","15822100261.977","16385257990.4385","17302185211.1225","18609922704.3263","20622172954.6583","21871704993.0684","22360026542.8458","23431918634.3127","24285347729.8959","23861948494.5933","25999351993.1054","26359851098.1074","28051728175.2971","29736978404.1292","32493925124.6223","32388318543.6062","36234507800.2274","37265815296.5564","38537254939.0798","41318137230.4605","40451390650.257","40151811011.7938","44403084922.5774","42002899315.6767","47199866080.3415","46463216658.3663","49826481077.4902","50365271041.7493","51328694703.1319","55085938450.0705","56805418286.3276","60191681383.0782","63079087391.5193","65155423664.6155","70090707003.6791","72566026312.9975","76864313557.1947","80126248490.8867","83183640110.5864","87547202071.659","90182338940.1732","94272490564.6266","96789088975.0283","101179808076.36","102252168737.73","106596811454.941","109953014882.446","112681944401.794","104662108806.316",
"Monaco","MCO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1764503140.85552","1856752424.18987","1943060025.667","2070403468.00112","2163045970.37069","2142007374.25585","2236504788.09343","2315973083.21463","2407536267.18497","2492623532.59936","2534635641.21832","2558014572.11197","2620235449.24803","2651546564.5494","2690909187.83813","2736888744.62623","2804007237.59576","2873674877.18881","3005823732.44116","3130975992.09112","3213741907.60009","3246365498.30917","3290731632.71953","3260657059.8216","3332900941.00311","3403463530.30746","3441266820.83104","3518256519.89204","3641510425.07031","3761700036.46887","3908791130.68119","3994305026.00391","4035306370.54492","4079191804.1009","4179967603.21626","4259195347.92176","4506396342.84367","5156619720.75005","5191005855.20009","4604422161.51575","4701115022.26313","5030193073.82155","5080495051.00429","5568222497.8739","5969134557.66312","6261622101.40908","6480778962.04188","6260432424.85014","6642318832.4905","7140492744.92728","",
"Moldova","MDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4435089561.78093","4174436678.08192","4243192342.81127","3965594551.83539","3832023233.7339","3912791402.37694","4151471694.07638","4475286471.3313","4770655380.1294","5123683863.46569","5507960160.33058","5772342239.76973","5945512520.79881","6409262506.02187","6024706737.11285","6452460920.49613","6827875834.03819","6787609520.16944","7401471794.64627","7771517678.36914","7745231660.33425","8086710150.73289","8466041015.96707","8830205885.88111","9146370018.70227","8508955257.71781",
"Madagascar","MDG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4151436111.30331","4236483791.1222","4332697290.91531","4292429131.94023","4462517445.31914","4442335537.75786","4534049883.02393","4784717805.60177","5111455949.98366","5301664581.89183","5581404558.28279","5800718317.26798","5726897127.01859","5576939566.7837","5688862016.94339","5760467247.24835","5583686664.75501","5715685037.54818","5563544592.28642","6111812455.59793","6170040156.63498","5565376221.28472","5459634073.08033","5508770779.73805","5605735168.25405","5670556758.33072","5781712422.8472","5849642528.78633","6048935708.76203","6295422619.95033","6492400416.47233","6082966819.28951","6154799658.50339","6284045723.65101","6281400058.66454","6386839157.46923","6524424732.50563","6765403878.22792","7030409795.05012","7360784713.43076","7688844504.82249","8148655533.75723","7137572709.90462","7835976499.65274","8247914068.01781","8640172084.79558","9106612504.89168","9626651458.14672","10272853813.5364","9864126890.65712","9925208498.51015","10081870909.5021","10385450803.2077","10624356356.5713","10979125102.4483","11323023786.5698","11775168667.5886","12238323280.9989","12629949625.9953","13185667409.5354","12631869104.8013",
"Maldives","MDV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1407658712.3493","1518281640.49421","1645786034.2937","1769132480.82806","1878388013.98462","1950627255.42917","1873701648.86361","2009889523.062","2286250333.81983","2424197055.89822","2105922929.16854","2655810857.95561","2860676582.50305","3132021272.69674","2905612420.23419","3116708912.79171","3383709060.27206","3468890008.80601","3721462456.59726","3994231743.96745","4109447297.00709","4369884743.64249","4684974399.83441","5065807238.86085","5419738754.14196","3686394452.87041",
"Middle East & North Africa","MEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","873223067727.148","1015651891316.84","1056913146867.86","1006078000914.8","1060541228124.49","1062514683593.86","1080023788483.27","1046627528068.43","1010093520634.23","1001799353858.62","990227662379.254","1002436684062.87","997724010312.007","1033241654465.62","1062786428250.1","1204621674040.33","1253730293808.25","1310820146975.68","1345502855143.77","1378209504360.48","1415762898612","1482575449887.99","1534813449725.29","1604774183295.9","1634737437607.47","1744844157913.37","1767123117867.43","1791317102105.19","1879174631014.32","2027632337833.39","2126946829511.96","2250885947748.89","2367086321951.07","2478529095619.37","2496258766452.42","2622064080134","2723572979337.39","2826966120914.96","2910523010086.12","2997954071052.4","3070020609913.13","3210912954375.22","3262123358072.88","3301054569966.26","3327909805246.66","3216363400030.23",
"Mexico","MEX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","141339651300.022","148406633868.462","155328934667.195","167921275766.66","187913110958.828","201254941829.122","213523723439.305","226025377042.551","247324378521.465","255779459253.69","272411477752.18","282660871575.104","305920490042.449","329969266443.371","349031020877.2","369081055690.033","385385005138.169","398452022146.347","434141139975.766","476244886369.1","520217776787.932","564569498226.919","561629174878.246","542048412869.775","560536676756.25","572799499048.938","555163258083.49","564725608284.547","571972511758.02","595454896596.68","626274262888.783","652670187687.28","675781907471.657","688899887486.446","722938986701.871","677457226352.726","723343156837.845","772869394254.07","812779791419.35","835160123888.656","876437526455.268","872893299631.652","872545499822.64","885165846839.51","919869577686.507","941098392797.58","983401498615.029","1005935610109.39","1017439334703.69","963660094723.917","1012981356870.87","1050086944297.42","1088334499223.12","1103071549191.52","1134506587182.86","1171867608197.72","1202693965604.17","1228108442202.22","1255065324861.17","1254380963743.92","1151026579440.48",
"Marshall Islands","MHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","79709217.7151777","83560152.0559248","96518663.4652138","100250099.974495","93977157.8437121","117041501.173423","128000979.165511","137971035.302767","135637105.111848","139267088.34077","139389400","149343000","158312900","167618100","181385000","162697000","152210100","150962900","149068100","151086600","161399900","167438600","164733000","166296800","170210500","169613300","175092500","164272500","169503800","180807400","179700300","175575800","182630400","180894800","183814300","185707400","191989400","198411600","211365900","",
"Middle income","MIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1934698682561.92","1961744178033.55","2021972783845.66","2119386923025.54","2288468362036.91","2428690671621.23","2538805119093.69","2623836844894.96","2783686860789.64","3016865834819.7","3267306430404.28","3480838300969.24","3699673099221.82","3966139389658","4206502339395.13","4380117003910.82","4645464992345.35","4850574965943.72","5009600738762.4","5241705027477.74","5476113780898.04","5587318862449.19","5750771615438.09","5848983930304.49","6128362922075.23","6407126842418.8","6670711793665.18","6993990605019.2","7282141650198.65","7506528761719.07","7680406117940.33","7787992798524.98","7907308705555.19","8178784529304.11","8452343066540.22","8782050659151.88","9259163612292.34","9728087026449.25","9977137990664.43","10352229903548.4","10956510871207.8","11366946169238.8","11909394162963.4","12623481481947.3","13601090700741.9","14591884625705","15795588374357.9","17205785852349.2","18234140697340.6","18809218891019","20285530374134.7","21584729386715.6","22760591848279","24012206626951.6","25204024254956.5","26333244714729.7","27556367820684.1","28992258135256.5","30389292965841.1","31594337352719.9","31137650445864.9",
"North Macedonia","MKD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7298615128.74031","6848234547.69546","6398634343.78199","5920702983.96072","5816607186.40333","5751767855.23691","5819932279.76018","5903738218.39098","6103209926.09212","6368029908.37887","6657720235.60599","6453510870.63758","6549904734.24595","6695483025.42245","7008435899.81822","7339520624.14477","7716553645.34314","8216083731.42818","8665667947.4283","8634591574.7123","8924605993.29013","9133431603.51651","9091766420.80156","9357724014.86493","9697327377.34793","10071243243.2432","10358092916.3607","10470143941.7203","10771746563.6004","11113658048.7124","10609987618.9424",
"Mali","MLI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","2003673119.95896","2077977538.24378","2082777654.29498","2210596778.82653","2267386922.17149","2399893386.45652","2364972158.56072","2328815846.88653","2599541833.40786","2953688817.23909","3141208099.45234","3095237262.37825","3417008137.07717","3269193836.75659","3318519573.83801","3073664828.96204","3129632385.68148","3120649991.58663","3753724863.15721","3854798442.63583","3849433939.78775","4133896369.7236","4306585265.12911","4198817486.32743","4691977157.00844","4540958248.20201","4685005080.6961","4862095183.03291","4906876168.66573","5253094821.17282","5506768048.65629","5923722223.0009","6261430289.165","6257621149.81349","7219807962.1781","7444077452.68989","8122906001.76515","8249623226.5892","8788717854.20238","9198464304.70882","9519823400.15338","9974218382.5386","10453611461.6156","11009109608.9997","11362847028.7725","11267770152.5549","11526373172.2741","12342980274.424","13104764333.9941","13871694352.1975","14607651004.213","15301000869.7067","16030225229.4267","15765844912.2576",
"Malta","MLT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","948889936.758017","972175635.19361","1028934428.04838","1071595473.20537","1179145123.7102","1409786863.41951","1649691556.64041","1850692777.09975","2057251525.57417","2273073116.60934","2433318207.03429","2513903916.56496","2571332852.54632","2555586264.28492","2579669366.47065","2646361034.06191","2749177188.50549","2862182514.14623","3103013314.10185","3356812049.26218","3568002219.01698","3791233995.34006","3969078220.34839","4146922667.2584","4381269610.56252","4659151336.95773","4835143126.59492","5089325640.74115","5350184178.40896","5602711527.79319","6705396316.43182","6626628203.70576","6796618661.93276","7073517585.70953","7083439476.31199","7323114279.37424","7506934871.85177","7865368911.57217","8166326195.4954","8073730389.43748","8521308887.16299","8561107733.27416","8913629091.31255","9401503716.85343","10119171086.2088","11091434483.5238","11545175909.9201","12482577842.4421","13129078609.2481","13856372628.2222","12886270020.5634",
"Myanmar","MMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2857087262.36951","2870560173.93133","2987876309.14945","3386736729.65624","3187121828.76113","3527909595.37272","3356743228.92163","3157847502.58264","3538663075.40009","3655146702.97299","3837148541.12548","3995621334.81437","4092948332.39093","4053323487.87635","4269867256.50942","4447182426.40843","4717588738.97324","4998393141.825","5324179260.90647","5601104597.83828","6045750419.28483","6430003479.17688","6790332928.30956","7088502740.46459","7438159301.78007","7650221241.22755","7569331722.027","7266132164.57683","6441248908.28768","6679272213.18392","6867422854.57082","6822742240.32468","7481883441.88553","7933745075.62855","8527027228.617","9119489466.49803","9707032213.97824","10255633192.7881","10857250496.0624","12045590675.3346","13701369204.6404","15255652125.7386","17090222621.5996","19456192509.8293","22095359187.2059","25093467432.4313","28374714673.5119","31777250208.1533","35036104262.5095","38732416449.1168","42464067660.2727","44838438520.5532","48126293450.9038","52181415430.3052","56351188294.8524","60291736893.9397","63758550653.6894","67842271365.9006","72421936856.7487","73649071398.2173","66290023273.2818",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","190289205265.192","203604957638.795","221783884607.284","246269144883.222","276309658990.827","301853998348.531","328105104696.449","371901914959.454","397147071909.802","422998755618.242","427442661881.744","492367912807.605","490070189555.456","464624907861.482","454785773408.678","409667758334.401","410012254601.232","470743462309.549","491533194895.962","488013396386.613","504179107589.756","493710759838.159","503601060567.779","503217706681.904","515067290695.854","578077882052.43","571659427083.146","599861014843.689","617528427471.234","629741809287.141","647813092750.947","686790790447.723","711315367106.817","759517968413.137","793343829556.899","842858699382.004","863180359447.385","888235052216.854","904474390501.041","976457256408.027","1018521610758.56","1070564833535.1","1135959512877.95","1181166090012.74","1215576733039.54","1279945864571.58","1272432741154.98","1306015831951.77","1332371028789.36","1361246083294.09","1370762283312.07","1465023965962.11","1506872762695.77","1508648856016.13","1512519219491.14","1465794268069.68",
