"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Montenegro","MNE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2735997784.49714","2870061859.61331","2600276004.43796","2680884565.35234","2710370079.04044","2761973734.34604","2830544133.80211","2955825516.16523","3079396802.83606","3343190851.28996","3570867179.46973","3828783448.12707","3606901844.99723","3705528046.85624","3825158008.27771","3720968371.11775","3853024955.99431","3921750678.61292","4054712082.54743","4174299360.9173","4371177633.04936","4593140133.65969","4779757369.36671","4055194693.80245",
"Mongolia","MNG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2512137905.70667","2721703869.20423","2880489105.93717","3051400606.88587","3225723225.73297","3528134601.14015","3650160374.587","3836609555.86159","3996910613.01842","3869630586.19557","3533222520.24324","3206170989.38421","3104574114.02569","3170837606.6266","3373023748.32901","3448413994.47086","3582788811.00838","3702451685.80307","3816130614.98872","3859865843.0594","3973836508.78035","4161917334.98965","4453444435.59881","4926640986.08052","5284003040.6652","5736114748.16178","6323952725.9269","6886807787.29029","6799441816.66516","7232237281.96371","8482747344.71268","9527806535.78333","10637692733.8712","11476498791.9682","11749620619.5962","11886902418.0406","12521310909.1762","13428683936.3396","14121479221.6824","13368020352.2436",
"Northern Mariana Islands","MNP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607115151.51515","1612630303.0303","1562993939.39394","1364448484.84848","1270690909.09091","1185757575.75758","1054496969.69697","869187878.787879","881321212.121212","816242424.242424","822860606.060606","844921212.121212","880218181.818182","910000000","1175830303.0303","1448278787.87879","1168109090.90909","1037951515.15152","",
"Mozambique","MOZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2817483494.79467","2958357752.63352","2754231084.286","2321816747.90581","2170898662.08169","2192607577.51428","2142177690.35888","2457077819.89943","2658558082.68727","2831364479.07005","2859677920.94066","3000529963.05723","2816756040.80945","3115290765.6172","3318825062.1515","3393822449.70457","3774016074.94064","4200520222.36412","4617684468.83191","5157885381.5437","5218763943.39345","5849549386.54954","6393034055.1046","6832781004.10043","7373691814.95168","7863740609.86548","8626081042.19014","9292855217.42244","9972883624.84051","10602990082.0245","11292433937.9272","12130037161.6878","13010488540.3852","13916487848.665","14946100983.0608","15950969018.9458","16560968260.2214","17180566679.333","17772233412.3772","18179703970.4913","17946660713.788",
"Mauritania","MRT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","1064723148.13523","1072459515.72402","1051184411.5989","1342266692.37658","1558886127.41102","1562486561.44523","1618222533.58505","1783223665.78228","1805487785.45559","2021892308.3717","2059153487.49654","2044061789.56919","1950346524.9586","2187559587.09655","2075242086.6422","2252594452.92799","2210277355.83411","2199121780.28394","2304460589.62159","2382148800.52897","2464339804.7297","2406676123.1814","2496573707.84978","2416012658.36161","2488366451.23844","2630541243.04574","2680531631.93207","2726647443.88368","2856915354.63632","2806310683.43744","2856489967.85758","2910024181.34398","3080948450.95193","2986648868.89011","3279931827.02798","3470785373.76005","3330402638.37319","3422914722.19783","3548644483.79605","3409607674.55895","3382348072.05817","3429074668.21235","3666650204.33332","3840183882.44335","4169145064.7058","4933482716.00152","4836321584.94595","4820309530.36144","4825027450.34607","4951454243.97486","5158067698.93502","5388634005.03128","5612306135.87204","5852222304.62506","6166857628.62212","6244616105.32215","6463001258.97281","6599711033.013","6991169072.02811","6887106414.27281",
"Mauritius","MUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","2130355941.29262","2269843532.79827","2356796836.98323","2439674204.56623","2194212276.39485","2323283585.88955","2450996248.60151","2460403057.26668","2576002283.33578","2755149730.0242","3023557334.77297","3292383021.57186","3515980168.86186","3672973908.50373","3936940874.98691","4111561771.8455","4379335397.56905","4601895978.31227","4792236972.00768","4997715469.23924","5276980008.20107","5577107055.90386","5915745659.07491","6070201774.38125","6568127786.77177","6787998538.36658","6897619192.35915","7306333857.61682","7622699565.5688","7758196330.92303","8135674832.86696","8601606243.84447","9064971552.62352","9365482338.58182","9775428534.89659","10174025355.2667","10529721321.3822","10883562719.2981","11291105972.0783","11692287066.381","12141029166.7439","12604106487.4857","13077980209.3224","13472250306.2108","11469218859.8144",
"Malawi","MWI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","654451640.616116","704449114.117512","709157403.628755","699292467.334977","717901362.03351","815654353.756556","923720695.352433","990981879.122963","971924513.042718","1029096610.78515","1034029050.03071","1201733709.4901","1276617931.08073","1305988589.23115","1399705855.25462","1484903484.52072","1559114969.88831","1635792733.17962","1795201847.8133","1874121680.99309","1881744603.70616","1782198070.78072","1826814576.35049","1894748495.34747","1996312776.51397","2087563880.21902","2083079740.44209","2116934768.58348","2184195952.35401","2213566610.50442","2339569340.78982","2543819168.03195","2357281464.63801","2585745418.85333","2320960388.78693","2709229618.6097","2907455321.21027","3017718212.10565","3135265990.29491","3230649500.62289","3281567051.40456","3118310276.99871","3171321552.13273","3352265725.30025","3533975211.62554","3649491172.10805","3821017256.90612","4187834913.66876","4507774477.60708","4883186907.10666","5218860380.18136","5472186739.09626","5575381209.66169","5865301032.47241","6199623191.54458","6373212640.84604","6531525832.0527","6792788858.52988","7093072340.89312","7498874533.60446","7558865529.87329",
"Malaysia","MYS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","10075038171.6525","10840538967.3442","11536613184.2457","12383262559.4985","13046877007.0349","14049511692.747","15147721422.3722","15731991227.8777","16987088645.0428","17817508190.0551","18884160200.7433","20779121580.2583","22729957979.3882","25389608913.063","27501684654.5106","27721991874.707","30927621571.4769","33325458127.5268","35542898191.6774","38865839262.1232","41758167698.0876","44657063211.2662","47311100559.7394","50269099767.8469","54170881787.0409","53615494685.4869","54280645791.9086","57098860070.74","62773184723.2654","68460184710.0851","74627439029.6208","81750976904.3657","89014647650.749","97822596594.5462","106834055076.175","117334865369.351","129071520752.785","138523095019.844","128328605325.823","136204917219.306","148271131276.405","149038694328.511","157073352912.559","166165542824.222","177437278939.957","186898481577.263","197336475944.181","209766278120.599","219901701984.381","216573426577.903","232653672974.011","244970155626.68","258378484880.297","270506054026.373","286754600537.703","301354803994.367","314764434003.329","333060816796.825","348947574702.343","363962146716.17","343624871232.877",
"North America","NAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3726664466404.38","3812420940396.33","4044947652817.73","4222859262166.14","4467891609537.15","4753800122029.75","5062980728237.14","5189842954492.05","5438873911408.49","5607489392414.27","5588263814499.12","5772309888553.34","6075749258505.27","6418620352283.14","6383975850506.76","6371005071474.85","6714418590355.54","7024956283518.99","7413630099796.59","7648311126555.32","7629046603511.23","7822642705082.13","7681434450200.54","8033422324083.88","8614444001202.74","8973335864367.86","9284203731370","9605382544100.49","10006598873209.6","10373928475803.4","10569474014654.9","10557841705612.4","10929544482336.9","11230315293030.9","11682573329404.4","11996253638574.6","12448752623862.2","12994241877926.9","13560801097380.7","14197782917857.9","14792000839967.2","14944358350784","15222253274928.5","15668263755726.1","16264687752555.5","16853525388470.6","17351198401338.6","17741535255453.7","17733001397307.2","17277427781161.1","17727125633934.1","18023981225178.1","18421855724294.8","18768209785250.5","19247034646044.6","19801463926217.1","20129142143491.7","20609892903011.8","21218042704810.5","21671512273961.3","20885127855781",
"Namibia","NAM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","3477744831.37668","3511529366.10063","3497550292.70849","3433774198.77678","3425639878.74494","3441540714.6232","3605608241.15047","3733743234.19475","3764104127.8354","3834066588.8128","3912567566.27276","4232052670.29973","4536309434.53772","4464656647.86232","4541889830.76594","4718978761.63084","4869576676.75704","5075077700.09106","5242128221.17484","5418750120.88183","5607982809.16601","5674041972.26081","5945752621.79667","6197840301.88287","6958287298.73242","7134280657.12546","7638900834.41802","8049418739.69983","8262713204.11239","8287168434.47083","8787651212.00339","9235060247.45456","9702509637.71144","10247278349.6908","10871595744.3881","11335179560.987","11339010226.9306","11222530151.0396","11346881294.5599","11278109462.8219","10377716651.2166",
"New Caledonia","NCL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2602639855.73794","2720966092.90437","3000646401.87102","3283554225.75199","3287856991.58449","3515368864.34259","3501922676.92283","3506225442.75533","3519671630.17508","3326584351.78118","3428237415.23057","3622938010.46436","3435767167.36039","2850051888.20108","3100150725.95317","3013557519.38096","3033995569.00828","3269572616.11421","3710069459.57636","3975227977.89685","3877634694.9832","3870745453.78584","3954913273.87465","3802110140.91906","3162601484.37522","3406695097.54289","3623093047.71878","3626291563.58036","3875459501.22435","3912549430.2633","3861354570.62166","3844384338.13133","3921300948.54347","3933914027.75013","4006879430.8367","4105338240.09234","4109465357.33308","4172236442.54672","4588317518.07347","4578243292.54648","4522916241.33961","4851647895.33089","5090274769.59607","5200764802.18507","5219685266.7158","5602385744.39579","5934666042.63752","6121176221.64785","6594429711.04936","6723852048.25953","7300635288.51002","7472766523.39593","8261064522.23459","8700150893.49551","9278026804.9499","9685577941.03195","10238554142.281","10750389412.1175","11526478586.2661","12206862617.9083","12389966233.7535",
"Nigeria","NGA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","64724937007.5977","64849076517.3445","67509829320.9721","73301240312.266","76930009900.9302","80688023065.8129","77258367197.553","65095097107.9973","64282475793.5995","79837153273.2829","99802223338.6866","114011596383.816","117847245231.046","124202464903.31","138064297792.712","130846644835.589","142678258688.874","151273365133.191","142553728761.25","152189549601.911","158588863033.604","137769506631.921","128396511427.667","114370367333.489","113094424961.011","119781729369.672","119854730668.533","123690232428.232","132761705601.212","135309908947.629","151245202579.557","151787193702.158","158816751511.271","155584641982.288","152760898222.443","152649894872.176","159054968516.195","163726571073.571","167952769906.823","168933827206.049","177407437761.555","187905850476.826","216710230937.582","232632354125.246","254152145501.925","270515773388.94","286907481990.637","305817928143.344","326504898642.379","352745852800.291","380985472030.909","401207892113.29","418179231389.034","446077370458.38","474223597521.154","486803295097.89","478932323772.273","482791975286.219","492074893435.56","502942019447.736","493917966761.433",
"Nicaragua","NIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2980617773.90692","3204096846.25826","3553048572.12916","3939104327.3237","4399919620.97865","4819018821.12802","4978101205.44647","5325050657.18882","5396563960.34124","5733185641.36134","5810803033.0919","6002835924.0004","6136142275.50785","6529899382.79252","7456650461.46892","7445223376.21601","7833078900.23079","8488588583.13166","7823185069.45488","5751700412.40403","6016953436.92046","6339660110.32877","6287905539.39848","6577979928.84403","6474962585.58926","6210664228.95471","6147482572.7715","6104059648.81042","5344115085.49684","5251222804.37077","5248465927.05659","5238531552.2505","5258770441.81145","5238106838.56709","5412940496.64918","5732948554.36055","6096662194.19314","6338495498.68608","6573760261.11595","7036288098.6011","7324887798.49928","7541766266.7117","7598626575.93874","7790167655.88491","8203994646.09392","8555322374.3412","8910567009.03147","9362851128.57638","9684518713.59754","9365700398.56025","9778619603.85431","10396386324.8309","11071813272.5862","11617298512.9193","12173206082.9303","12756706583.3113","13338707467.9114","13956474188.8879","13487019468.6507","12991471433.8244","12734587250.5418",
