Country,Year,ghg_pergdp,gdp_percapita,population,fossilfuels_percapita,nuclear_percapita,renewables_percapita,yearly_oil_co2,yearly_gas_co2,yearly_flaring_co2,yearly_coal_co2,yearly_cement_co2
Canada,1990,2.1119700639672208,-0.7298560036628104,-0.9101896606496203,1.1954144451396655,0.07209497411731684,2.3258185049762363,-0.5417667839509406,-0.4613922711678902,0.029509361913057364,-0.5441651064876759,-0.9278091835820436
Canada,1991,1.9843464993056388,-0.7298560036628104,-0.9058140094728575,1.0344688004687523,0.2768915821699299,2.4022354427489914,-0.5584029637872833,-0.46263408229475267,0.03856347419052793,-0.536607120887342,-1.0088270920851117
Canada,1992,2.1949618448728665,-0.7298560036628104,-0.9015955260071989,1.1104643128265852,0.1785101022661611,2.4475224403850975,-0.5542806880433196,-0.44297342552152935,0.10627803220935728,-0.5324545967143408,-1.0062856557917645
Canada,1993,2.2860486061656182,-0.7298560036628104,-0.8976341111952391,1.088088510201975,0.4037647092500466,2.4829718196668322,-0.5500030881382797,-0.42887521684597313,0.11290921303229355,-0.5445175514120437,-0.9994314791218281
Canada,1994,2.4091141863750005,-0.7298560036628104,-0.893642369762709,1.1572116849093255,0.6344062773298421,2.5109717598155314,-0.5427413399704372,-0.4206992838930791,0.18687238374965898,-0.5390606797839032,-0.9319678975166117
Canada,1995,2.326341188723061,-0.7298560036628104,-0.8898307179119974,1.2568001274841012,0.43711836873187676,2.549278671460367,-0.5390383020063697,-0.4013064687354535,0.20453427882613326,-0.5363329970572782,-0.8734378495486157
Canada,1996,2.309312558809644,-0.7298560036628104,-0.8859399893981494,1.3042528424709008,0.330625220326935,2.7107262638948324,-0.5299099148054153,-0.38326097806841075,0.277604790586565,-0.5334245733437977,-0.8998533843552244
Canada,1997,2.2298213099632878,-0.7298560036628104,-0.8822031179393268,1.3919426671975577,0.1369740684260691,2.6305943480319054,-0.5189052667206628,-0.38712980140482317,0.28449101682576794,-0.5230470283485208,-0.863580157259269
Canada,1998,2.456991255060903,-0.7233875189912046,-0.8790539005705998,1.4103242493392485,-0.06663891982790571,2.4462738670398885,-0.5146194195150348,-0.396019978665978,0.38778441041381284,-0.5137388675254712,-0.85041089646647
Canada,1999,2.169911162323579,-0.7139468192991484,-0.8759439814476948,1.4832637773184518,-0.0438958276266903,2.5450680039757945,-0.5106827080343039,-0.36113563733751486,0.2888267889023031,-0.513222249538043,-0.8280000491524083
Canada,2000,1.90004201887776,-0.7017895197849959,-0.8723497209221027,1.568437452712508,-0.06727527254170379,2.620710910472206,-0.5077109307223835,-0.33188679182006364,0.2876790845291027,-0.498683143320422,-0.8192975551782194
Canada,2001,3.03191718192352,-0.6981440039924336,-0.8681144567263954,1.4915910795027103,-0.021998580028843435,2.3553852073960386,-0.5023268179884369,-0.35246460321639456,0.2537580441656213,-0.5024847287439458,-0.8384738472098391
Canada,2002,2.986082090272203,-0.6891432347304786,-0.8638285723465199,1.56936118001106,-0.061525029628338355,2.4644891550523425,-0.5010965956507086,-0.3346761322814911,0.2874878004669026,-0.506427894607173,-0.8257666657431032
Canada,2003,2.354527764575462,-0.6787764628424643,-0.8602405793225123,1.6345127034888596,-0.09175262750286332,2.300156617055008,-0.4792563691432601,-0.32648937744513856,0.25841262301249,-0.5077593532103406,-0.818065343642051
Canada,2004,1.813002747778561,-0.6677239399988212,-0.8564923606531596,1.5922950342933466,0.1337667982348928,2.275615733195776,-0.466879920060683,-0.3369568442203692,0.2909946749405708,-0.5192846034721489,-0.7971177475271894
Canada,2005,1.4054460100007042,-0.6530643071814072,-0.8526624117413707,1.509219493417729,0.1350139970403032,2.418407957857205,-0.47546398542282137,-0.33553106107471226,0.2730777344478296,-0.5176368481419845,-0.7898785047522003
